ID_REF,non_pulsed_196,non_pulsed_198,non_pulsed_201,non_pulsed_197,non_pulsed_199,non_pulsed_202
1367452_at,12.13211155,11.86779308,11.8597641,12.01730061,12.00351524,11.80924988
1367453_at,10.64885807,10.90558529,10.71160126,10.62296295,10.91468143,10.63392925
1367454_at,10.86532116,10.90408707,10.79473972,10.68872261,10.72447014,10.72078609
1367455_at,11.5632019,11.76873493,11.65352726,11.60822105,11.77365875,11.6837101
1367456_at,11.97041321,12.02438641,12.06882763,11.94524956,12.06342316,12.00688553
1367457_at,10.50566769,10.60176182,10.69313526,10.39948463,10.72443962,10.77323818
1367458_at,8.54039669,8.521305084,8.449339867,8.446558952,8.526796341,8.539341927
1367459_at,12.2838316,12.27863789,12.22937679,12.20144749,12.26391125,12.21031189
1367460_at,11.90915966,11.75266838,11.67525482,11.76860046,11.6055069,11.6421299
1367461_at,10.88848495,10.70011902,10.77123928,10.66554642,10.64644527,10.84950447
1367462_at,11.1253643,11.02100945,10.89169979,11.05414486,10.97046566,10.8996706
1367463_at,10.35996151,10.85632992,10.86560059,10.62699604,10.92857075,10.80373764
1367464_at,9.675333977,9.638344765,9.647158623,9.849098206,9.913006783,9.717736244
1367465_at,10.7218008,10.98187828,10.76047325,10.59826565,10.74179268,10.73309422
1367466_at,10.1479969,10.16990185,10.31111622,10.30605221,10.26241398,10.44154167
1367467_at,10.89332676,10.99092388,10.97842693,10.72336483,10.99478436,11.05310631
1367468_at,9.644178391,9.749712944,9.830368042,9.921599388,9.795858383,9.723269463
1367469_at,12.83298683,12.77666664,12.7362175,12.83224487,12.72651958,12.74786377
1367470_at,11.04080296,10.94849777,10.88849926,10.77111912,10.94657612,10.88253307
1367471_at,9.766819,10.14022732,10.04459381,10.40467644,10.17148209,10.08412838
1367472_at,10.78972149,10.91062832,10.74676609,10.91551399,10.82420349,10.83305931
1367473_at,10.67013454,10.75890541,10.80906105,10.80810928,10.73983002,10.70655918
1367474_at,9.253322601,9.182528496,9.163898468,9.462954521,9.294311523,9.176903725
1367475_at,11.92347431,11.76029491,11.65186882,11.88758755,11.73695469,11.66579723
1367476_at,11.45226574,11.54984188,11.55924225,11.47087002,11.57416916,11.60048866
1367477_at,10.04013348,10.32411194,10.47582436,10.18386555,10.40021133,10.4594202
1367478_at,9.056556702,9.102358818,9.160654068,9.055356979,9.175100327,9.341546059
1367479_at,11.18104076,11.53649807,11.56268406,11.37112141,11.5289135,11.57173347
1367480_at,10.36165619,10.37675571,10.35761452,10.3703289,10.34299755,10.31774521
1367481_at,9.945588112,9.830148697,9.993958473,10.03517723,9.916838646,9.921257973
1367482_at,10.42474079,10.3306036,10.4518919,10.46128654,10.27667809,10.39947414
1367483_at,9.141580582,9.252443314,9.437095642,9.54275322,9.32144928,9.30812645
1367484_at,10.67987347,10.42335224,10.5167408,10.52316093,10.40826607,10.46080494
1367485_at,10.87625408,10.84876442,10.88294792,10.75435829,10.86975479,10.88342381
1367486_at,8.797828674,9.044978142,8.963717461,9.08428669,9.288165092,9.024412155
1367487_at,8.096816063,7.841326237,8.165719986,7.947330952,7.981541634,8.153785706
1367488_at,9.493647575,9.716248512,9.679452896,9.704381943,9.683698654,9.584210396
1367489_at,7.679071426,7.620825291,7.748431206,7.755065441,7.710888386,7.7755723
1367490_at,8.528938293,8.398159027,8.627869606,8.945051193,8.699486732,8.750969887
1367491_at,10.00173664,9.914638519,10.05832767,9.956221581,9.982283592,9.977061272
1367492_at,10.18816471,10.28129292,10.20804882,10.06585884,10.24349213,10.05903912
1367493_at,9.988530159,9.811003685,9.848552704,9.903943062,9.902997971,9.9696064
1367494_at,10.04987812,10.27212429,10.37399292,10.16880131,10.29558659,10.29418182
1367495_at,10.41017628,10.21305466,10.32117748,9.900216103,10.13446236,10.19654083
1367496_at,11.33890629,11.27651787,11.30355549,11.29170418,11.23769951,11.33137894
1367497_at,9.990769386,9.891477585,9.805095673,9.307593346,9.818463326,9.814445496
1367498_at,9.245775223,9.281103134,9.405619621,9.404702187,9.380308151,9.427370071
1367499_at,8.16737175,8.25138855,8.627552032,8.123573303,8.195796967,8.447159767
1367500_at,11.21134663,11.42604256,11.28318214,11.32999897,11.42522812,11.292449
1367501_at,9.57597065,9.445954323,9.494338989,9.475904465,9.31787014,9.625569344
1367502_at,8.61393261,8.928134918,8.973464012,8.816226006,8.963445663,9.019485474
1367503_at,10.7526083,10.92950344,10.85882759,10.63581085,10.95431137,10.81548309
1367504_at,9.289107323,9.268044472,9.248865128,9.218945503,9.200853348,9.11139679
1367505_at,8.76789856,8.677379608,8.774744034,8.979680061,8.702342987,8.942210197
1367506_at,9.607914925,9.847062111,10.08434868,9.773618698,10.04241562,10.1114769
1367507_at,7.175388813,7.083176136,7.210227966,7.61648035,7.080839157,7.351644993
1367508_at,8.758580208,9.018330574,9.182875633,8.948581696,9.182984352,9.151705742
1367509_at,10.25084686,10.4075737,10.42966843,10.56189919,10.50364208,10.45334244
1367510_at,10.01668072,9.979268074,9.973134995,10.06586647,10.08902836,9.980004311
1367511_at,9.565187454,9.17130661,9.407248497,9.584609032,9.197063446,9.577566147
1367512_at,11.28557968,11.19999218,11.16516972,11.21068573,11.2400713,11.23108768
1367513_at,9.623814583,9.375911713,9.537683487,9.59721756,9.342115402,9.427909851
1367514_at,9.16179657,8.906544685,8.992630005,8.943863869,8.783265114,9.01469326
1367515_at,9.496172905,9.386737823,9.601614952,9.590312958,9.470404625,9.529788017
1367516_at,8.198244095,8.391042709,8.435098648,8.353420258,8.518033981,8.26548481
1367517_at,7.72429657,7.01392746,7.487391472,7.872077465,7.424000263,7.51184988
1367518_at,9.479650497,9.395009041,9.437604904,9.474151611,9.437372208,9.41597271
1367519_at,9.280837059,9.559923172,9.510641098,9.4217453,9.498885155,9.562824249
1367520_at,9.872228622,9.907024384,9.959511757,9.926265717,9.908164978,10.02693748
1367521_at,7.649577618,8.364659309,8.020935059,7.713184834,8.177522659,8.046483994
1367522_at,8.99229908,9.028767586,9.121548653,9.264461517,9.1434412,9.12139225
1367523_at,10.04502106,9.985397339,10.15154266,10.01651764,9.90916729,10.02682495
1367524_at,7.319354534,7.697754383,7.539088249,7.71029377,7.726643085,7.503508091
1367525_at,10.16505337,9.796388626,10.09075642,10.45273972,9.810240746,9.982063293
1367526_at,9.288186073,9.414556503,9.553089142,9.344860077,9.584755898,9.450123787
1367527_at,7.977794647,8.031263351,8.088798523,8.170303345,8.161437035,8.328377724
1367528_at,8.941748619,8.804315567,8.720317841,8.716756821,8.785223961,8.786686897
1367529_at,9.733481407,9.643301964,9.600496292,9.725811005,9.608487129,9.670755386
1367530_at,8.690043449,8.621846199,8.744344711,8.873821259,8.761306763,8.914653778
1367531_at,11.05654526,11.06958008,10.96383095,11.28183556,11.09157848,10.9660635
1367532_at,11.50905609,11.49306011,11.62175369,11.81415749,11.65772152,11.57031345
1367533_at,9.088323593,9.333338737,9.400362015,9.33087635,9.388131142,9.388648033
1367534_at,9.208422661,8.74686718,9.078569412,9.142357826,8.95900631,8.848416328
1367535_at,8.425406456,9.017713547,8.702177048,8.858107567,9.052782059,8.798556328
1367536_at,7.844388485,7.989842892,8.181746483,7.830416203,8.019879341,8.043194771
1367537_at,8.931881905,9.253555298,9.217643738,9.18849659,9.299325943,9.273072243
1367538_at,8.791164398,8.923377991,8.910949707,9.034729004,9.018704414,9.111102104
1367539_at,9.112485886,8.51906395,8.936741829,9.21329689,8.660834312,9.025001526
1367540_at,7.991137028,8.107273102,8.553168297,8.265091896,8.291984558,8.646682739
1367541_at,9.63257122,9.850579262,9.868116379,9.63656044,9.71364212,9.849509239
1367542_at,8.394298553,8.707609177,8.709654808,8.663807869,8.773973465,8.798675537
1367543_at,8.972659111,9.127314568,9.198964119,9.160823822,9.224597931,9.067412376
1367544_at,8.419521332,8.854962349,8.804759026,8.698620796,8.864852905,8.885433197
1367545_at,9.138454437,9.042646408,9.301877975,9.210707664,9.219205856,9.32103157
1367546_at,10.02786541,10.08781719,9.999814987,10.13501358,10.02956772,9.973173141
1367547_at,9.504943848,9.703731537,9.680685043,9.715408325,9.70089817,9.785149574
1367548_at,8.174944878,8.075974464,8.11715889,8.140041351,8.121927261,8.112661362
1367549_a_at,10.97537136,11.0051775,11.15274334,10.9833765,11.04239655,11.16074181
1367550_a_at,10.2503767,10.42555714,10.43999481,10.38929462,10.48557568,10.41716862
1367551_a_at,10.15080643,10.23942375,10.20675755,10.06495667,10.09991741,10.18362427
1367552_at,5.346620083,5.853353024,5.561255455,5.659801006,6.22159481,5.694429874
1367553_x_at,5.473291874,6.108588219,5.672589302,5.895381451,5.889608383,5.439803123
1367554_at,3.37836647,3.37754631,3.38760376,3.455305099,3.386288643,3.493580818
1367555_at,4.193775654,3.822755098,3.887473583,3.912336349,3.711676359,3.350367069
1367556_s_at,3.988319159,3.788957357,3.321928024,3.472072363,3.701115131,3.58223629
1367557_s_at,13.15589809,13.32333851,13.32854557,13.50258827,13.31768799,13.32333374
1367558_x_at,3.37836647,3.37754631,3.321928024,3.455305099,3.386288643,3.323191643
1367559_at,12.96637154,12.77933693,12.63894844,12.92782402,12.62542629,12.74108982
1367560_at,13.14500999,12.98374367,12.94639206,13.10803509,12.96605682,13.01851463
1367561_at,13.10201836,13.05824184,13.03371811,13.10545158,13.01972961,13.00682354
1367562_at,13.19931698,12.94898224,12.8878212,13.20562172,12.91664791,12.86421299
1367563_at,12.99248695,12.82834053,12.79375935,12.93144417,12.8419342,12.75929832
1367564_at,13.55633831,13.69206429,13.71222591,13.46312618,13.60731602,13.61186028
1367565_a_at,13.24877548,13.24185371,13.25008488,13.40278244,13.34510803,13.36686134
1367566_at,6.705750465,7.09733963,7.030031204,6.838084221,6.647563457,6.522737026
1367567_at,12.84410858,12.77101421,12.72742271,12.8464241,12.68764591,12.74428844
1367568_a_at,13.13171959,12.5063715,12.36054325,13.14498043,12.72434521,12.4031601
1367569_at,12.8369751,12.74641609,12.73144245,12.74350071,12.71843719,12.7140646
1367570_at,12.88479805,12.5839529,12.34526825,12.22808647,12.54865551,12.49083233
1367571_a_at,7.422807217,7.002743244,6.983822346,7.998301029,6.848525524,6.883792877
1367572_at,12.38652802,13.05991268,12.93174553,13.20442009,13.2117672,12.88491821
1367573_at,13.19248009,13.14188576,13.01165676,13.19441414,13.11137772,13.11295033
1367574_at,13.44234562,13.27708912,13.21036339,13.24256039,13.10929298,13.27039433
1367575_at,12.71642971,12.91932964,12.83167934,13.15854836,12.90127468,12.92081833
1367576_at,12.20211983,12.29412937,12.24675655,12.13046455,12.18649197,12.37084866
1367577_at,12.35691357,12.59637833,12.24614716,12.27700901,12.6695261,12.39925385
1367578_at,11.90576172,11.97025204,12.02472115,12.02352047,11.94806004,12.04747772
1367579_a_at,13.20573425,13.02503109,12.90020657,13.1130352,13.03554726,13.0016861
1367580_at,12.61212444,12.57793903,12.61212444,12.59206867,12.55908012,12.5805912
1367581_a_at,11.96024323,11.01714516,10.01026821,10.44940376,10.75239277,10.01100731
1367582_at,12.81507587,12.74833298,12.74233818,12.81847954,12.69896984,12.74739647
1367583_at,13.37778473,13.30085278,13.31153965,13.44660187,13.32728004,13.35681438
1367584_at,12.83575153,12.8708725,12.83349609,12.68231964,12.78260326,12.88535404
1367585_a_at,11.26960564,11.59184074,11.52807331,11.77518559,11.73551178,11.56377697
1367586_at,12.62802982,12.87833023,12.8181057,13.14022732,12.92238331,12.92496204
1367587_at,5.855370998,5.464847088,5.260047436,5.467219353,5.397961617,5.578462124
1367588_a_at,13.1464386,12.97830009,12.98956013,13.17375374,12.96922588,12.95338726
1367589_at,11.74640751,12.42274666,12.45315742,12.50376892,12.50361824,12.44592857
1367590_at,12.43789196,12.37698364,12.39860725,12.24688625,12.37268066,12.49781322
1367591_at,10.9222517,11.31057358,11.2916851,11.16781712,11.34201813,11.29939938
1367592_at,13.17131519,13.39614677,13.24536324,13.55986595,13.44875145,13.23327351
1367593_at,10.03334904,9.926202774,9.856192589,10.17468548,9.756761551,9.699981689
1367594_at,13.02607346,12.41843414,12.38381863,12.83110046,12.2190876,12.43051052
1367595_s_at,13.04963589,12.59399223,12.7833786,12.8546257,12.55948544,12.84848118
1367596_at,13.00328636,12.91227913,12.8455019,12.99039268,12.87422848,12.9578619
1367597_at,13.29316902,13.179142,13.18229389,13.25847816,13.22516155,13.23040676
1367598_at,6.08654356,6.319908619,6.037575722,6.775067329,5.927248001,6.493061066
1367599_at,11.91263485,12.47973156,12.51316738,12.51231575,12.65735817,12.61880589
1367600_at,11.70706463,12.59134007,12.07455158,12.1652832,12.38981438,11.98189449
1367601_at,11.00700474,11.31429005,11.1140728,10.41602612,11.63642788,10.97627163
1367602_at,11.7771349,11.90670204,11.78488064,11.16365051,12.14943027,11.89891148
1367603_at,11.42282963,12.08386135,12.05014801,12.60270309,12.13603497,11.96973801
1367604_at,12.48807144,12.60503769,12.51253223,12.82535362,12.83315086,12.58901024
1367605_at,12.51219368,12.19804192,12.13626671,12.25756454,12.06388092,12.13955021
1367606_at,13.21922779,13.1575222,13.13543892,13.20679569,13.1929121,13.2534256
1367607_at,12.83350754,13.0789938,13.04802799,13.15728664,13.17032528,13.09529018
1367608_at,6.693963528,6.876841068,6.184582233,6.584840298,6.53954649,6.544387341
1367609_at,10.55526924,10.78386211,10.69330025,11.81053543,10.62153435,10.72360325
1367610_at,13.25711536,13.21167278,13.18006802,13.26449108,13.18006802,13.19969368
1367611_at,7.516480446,7.334407806,7.206726074,7.518547535,7.138217449,7.202856541
1367612_at,10.05274677,10.08996582,10.90792084,10.7178669,10.26495743,11.17984486
1367613_at,12.56670666,12.55812931,12.54811478,12.69611263,12.6017828,12.65440464
1367614_at,12.41751957,12.09200478,12.16168976,11.75502872,11.81690502,12.12212467
1367615_at,5.98017931,5.887640476,5.648636818,5.857233524,5.758307934,5.518237114
1367616_at,12.47869492,12.93736172,13.10691357,12.66018009,13.20526886,13.11226654
1367617_at,12.63804913,12.87938881,12.93681622,13.30427551,13.00419426,13.04405022
1367618_a_at,12.80981255,12.69682407,12.71302223,12.76988602,12.63650513,12.81406784
1367619_at,11.23400211,11.23057175,11.22054958,10.99925041,11.23788643,11.20652676
1367620_at,12.87372684,13.03875732,13.04017639,13.12823009,13.14276505,13.1855917
1367621_at,9.836343765,9.988722801,9.749056816,10.094594,10.03833771,9.827796936
1367622_at,12.4558773,12.75485325,12.7742281,12.82775497,12.87108803,12.82345963
1367623_at,12.6754303,12.71043015,12.71930695,12.62910366,12.76757813,12.76426601
1367624_at,11.97104645,12.05350304,12.18658829,11.79118633,12.04238796,12.08791065
1367625_at,13.14726639,13.06712246,13.04356289,13.19838905,13.04243946,13.06722736
1367626_at,10.13615227,11.42546558,11.53043842,11.83211803,12.0409565,11.64831829
1367627_at,7.440590382,7.482564926,7.333501339,7.265323639,7.394989014,7.119741917
1367628_at,12.75485325,12.76596069,12.6308651,12.57884598,12.57339764,12.61764336
1367629_at,12.81873798,13.13140106,13.09915829,13.20718479,13.19578743,13.18963909
1367630_at,13.10875893,12.94107533,13.07596397,13.07596397,12.97663307,13.07596397
1367631_at,13.40950298,13.26632881,13.27281094,13.10187435,13.41203308,13.45220184
1367632_at,9.479556084,9.032414436,9.307914734,10.14278126,9.383945465,9.373399734
1367633_at,8.441970825,8.485023499,8.561113358,8.949709892,8.602835655,8.554728508
1367634_at,13.46404362,13.36565304,13.3741703,13.49310875,13.37757397,13.3822279
1367635_at,12.5033884,12.37892151,12.34420204,12.57815075,12.28386307,12.36732864
1367636_at,11.52755356,11.16294956,10.94000626,11.70480442,10.95146847,11.02927971
1367637_a_at,11.67341805,11.74003029,11.73628521,11.93287086,11.83593559,11.74933434
1367638_at,8.867308617,9.493125916,9.503816605,9.742240906,9.730376244,9.512662888
1367639_a_at,13.2456255,13.09002876,13.07758045,13.19683361,13.07287121,13.05095768
1367640_at,13.24600315,13.03476715,13.12992668,13.21451283,13.08450127,13.18429565
1367641_at,12.35332584,12.56468296,12.51969051,12.58518791,12.62621307,12.53017044
1367642_at,11.38289452,11.74057102,11.63312912,11.84526062,11.83119297,11.62764645
1367643_at,11.84680653,11.83686733,11.92996407,12.42434788,11.85250378,11.89992046
1367644_at,9.247016907,9.56675148,9.488210678,9.991922379,9.996711731,9.489733696
1367645_at,13.26835442,13.21927929,13.26129532,13.28013229,13.24426365,13.27338791
1367646_at,12.47590542,12.0101738,12.0763607,12.34162712,11.93536472,12.16956234
1367647_at,6.972272396,6.728899002,6.519786835,7.009935856,6.216758728,6.543802261
1367648_at,7.121503353,6.299234867,6.425596237,7.07051897,6.464831352,6.093346119
1367649_at,7.768539429,6.922810555,7.395479202,8.231804848,7.046658516,7.290044785
1367650_at,9.710632324,10.28504848,10.07687664,9.745472908,10.44078541,10.1303215
1367651_at,11.69136715,11.187603,11.25287342,11.70899677,11.14598083,11.22316647
1367652_at,7.666205883,5.280599117,8.18651104,10.54233074,6.187602997,7.972735882
1367653_a_at,12.2987051,12.67268848,12.66005325,12.62821579,12.73435783,12.72089291
1367654_at,11.82564068,11.44261551,11.40491581,11.32990265,11.50686741,11.71017838
1367655_at,12.4204092,11.65628624,12.07193279,12.08013153,11.5884304,12.10656548
1367656_at,11.30389595,11.66020393,11.60732555,11.38606358,11.66572189,11.59345341
1367657_at,12.08926392,12.22978783,12.18877888,12.02933598,12.25201797,12.13267136
1367658_at,5.695048809,5.40896368,5.517347813,5.703053474,5.336922169,5.61250639
1367659_s_at,9.954042435,10.42512035,10.56699467,10.53384876,10.58071709,10.55349541
1367660_at,12.35373116,12.87853432,13.00371265,12.91194153,13.07471561,13.12874508
1367661_at,12.91066265,12.92238331,12.75095367,12.82660961,12.81448746,12.97798824
1367662_at,10.64644814,11.18044281,11.07693481,11.11559772,11.20456505,10.99924946
1367663_at,11.51917744,11.96309185,11.95154381,11.93238926,12.09316349,11.97289753
1367664_at,13.10912132,13.06154537,13.07740593,13.22359657,13.22198486,13.16803169
1367665_at,13.22336197,13.26659012,13.34901428,13.43803883,13.43002415,13.34595203
1367666_at,11.68933582,11.48965073,11.47158432,11.77455997,11.62252235,11.53541088
1367667_at,12.07507515,12.36902809,12.51053905,11.74829483,12.32086754,12.42665482
1367668_a_at,11.64471912,11.03983974,11.79611874,11.29823399,10.96565819,11.58307171
1367669_a_at,10.75864697,10.48551464,10.83658886,10.83656788,10.53958702,10.73398685
1367670_at,10.90272522,11.66235924,11.68971252,11.61266041,11.8086319,11.57351875
1367671_at,11.5488348,11.17756081,11.32715893,11.17315388,11.20906639,11.37461758
1367672_at,9.658890724,9.934818268,10.11807632,10.14969349,10.07890034,10.16118526
1367673_at,8.834475517,7.679454327,8.500904083,9.866301537,7.920314312,8.593419075
1367674_at,10.34795952,10.35630798,10.08332253,10.25580788,10.31833076,10.1954565
1367675_at,9.443871498,9.527311325,9.624444962,9.271782875,9.307938576,9.486429214
1367676_at,10.60708523,9.713082314,10.00972462,10.30507278,9.895895004,10.24464989
1367677_at,11.21501446,11.19811249,11.02275848,10.94966984,11.13173294,11.01903629
1367678_at,11.18958664,11.95179653,11.97796059,12.10150242,12.15158176,12.00276661
1367679_at,3.942695856,4.902775288,5.652199745,5.875257969,5.862874508,5.751142502
1367680_at,9.612418175,9.841496468,9.942811012,9.9690485,9.924942017,10.02108383
1367681_at,12.19342899,12.48936367,12.28311348,11.99900436,12.41817379,12.32174969
1367682_at,9.03491497,8.228725433,8.58445549,8.658381462,8.057869911,8.601963043
1367683_at,11.78217793,11.85005283,11.98644257,12.23159027,12.20732403,12.0820179
1367684_at,4.011896133,3.37754631,3.903260946,4.127766609,3.987845421,3.565740585
1367685_at,13.06825542,13.05847454,12.90606117,13.04729748,12.98451424,12.92691326
1367686_at,11.74850464,11.46105862,11.57001591,11.44392776,11.29842472,11.4702549
1367687_a_at,12.55866051,12.6341486,12.59553146,12.63218403,12.66908169,12.74892998
1367688_at,8.829559326,8.899094582,8.809378624,8.639122963,8.727474213,8.803053856
1367689_a_at,10.26128197,10.79655838,11.0271492,11.35557747,11.28261375,10.87365723
1367690_at,12.26968384,12.01134586,12.03701305,12.16067696,11.90344334,11.91212749
1367691_at,12.18063164,12.37640953,12.24559212,12.38139629,12.4406004,12.19141197
1367692_at,4.70362854,4.890916348,4.325534821,4.652609348,4.153073788,4.595463276
1367693_at,11.78486538,11.78447914,11.8173008,11.91807747,11.8918438,11.85838985
1367694_at,12.25420189,12.52498245,12.62011242,12.73174953,12.66595078,12.87504005
1367695_at,9.549460411,9.910148621,9.900551796,9.809947968,9.897911072,9.8250103
1367696_at,11.60789776,11.1504879,11.23757267,11.45921612,10.92213821,11.23440838
1367697_at,9.731449127,9.930145264,9.746379852,9.991542816,9.855470657,9.718185425
1367698_a_at,10.59037685,9.747504234,9.911084175,10.2134409,9.645119667,9.944847107
1367699_at,8.534597397,8.196302414,8.481464386,8.638766289,8.273392677,8.337963104
1367700_at,9.344695091,8.001831055,8.223513603,9.943541527,7.580681324,8.272573471
1367701_at,9.081745148,8.345741272,8.55516243,8.390153885,8.065792084,8.736837387
1367702_at,10.547925,11.19671726,11.3094244,11.54108047,11.51067257,11.5502224
1367703_at,3.37836647,4.087515354,3.683921099,4.241887093,4.393519402,3.581936121
1367704_at,10.03604984,10.01169395,10.05996799,10.14342022,10.0968399,10.09240818
1367705_at,7.613472462,7.259625912,7.274091244,7.550554276,7.064888954,7.420690536
1367706_at,11.62507439,11.96646404,11.86938667,11.79094982,11.89681435,11.82126427
1367707_at,8.166242599,7.899227142,8.293077469,7.898952484,7.804337502,8.156082153
1367708_a_at,10.07263851,9.935614586,10.32221889,9.854460716,10.04956532,10.23048878
1367709_at,13.08621979,12.98264217,13.14764023,12.94553947,12.99337578,13.19763756
1367710_at,9.508441925,9.739719391,9.647370338,9.574350357,9.603629112,9.559135437
1367711_at,11.64450836,11.94689178,11.8851881,11.70597744,11.98859787,11.87996864
1367712_at,11.01194191,10.72936058,10.30519581,10.13948154,10.14598083,10.45481586
1367713_at,10.68474197,10.83028603,10.85334587,10.39108467,10.76627445,10.75720978
1367714_at,9.267471313,9.234581947,9.102153778,8.850484848,9.168468475,9.144021034
1367715_at,10.40926743,10.6074543,10.36070442,10.53439522,10.44367599,10.36967659
1367716_at,9.58519268,9.491974831,9.648077965,9.577970505,9.671492577,9.636330605
1367717_at,13.26465416,13.22375774,13.19903088,13.3860836,13.29077816,13.26476192
1367718_at,8.810560226,9.316068649,9.369894981,9.175115585,9.672279358,9.594270706
1367719_at,10.29118538,10.76919365,10.70755863,10.6727581,10.81500053,10.75222015
1367720_at,8.11998558,8.65789032,8.693723679,8.335912704,8.56743145,8.666615486
1367721_at,10.33370972,9.835978508,9.99512291,9.838945389,9.767395973,9.909850121
1367722_at,11.48784542,10.78606129,11.34643269,11.27614021,10.77195835,11.34634209
1367723_a_at,8.725707054,9.103752136,9.368989944,9.104158401,9.367175102,9.105443001
1367724_a_at,10.86106968,10.74098682,10.84034348,10.7015152,10.69610596,10.80974579
1367725_at,8.366166115,8.999111176,8.344467163,8.763474464,9.255766869,8.418823242
1367726_at,8.517148018,8.5806427,8.233589172,8.729850769,8.703426361,8.44430542
1367727_at,9.404304504,9.221364021,9.235600471,9.366914749,9.310792923,9.208712578
1367728_at,9.112392426,9.168704987,9.304795265,8.920391083,9.277015686,9.363036156
1367729_at,11.36551762,11.01589584,11.09599781,11.2681284,11.10939026,11.06523991
1367730_at,9.969109535,9.754332542,9.830109596,9.659604073,9.778663635,9.891094208
1367731_at,8.963470459,9.703707695,9.24283123,9.215223312,9.05652523,9.142970085
1367732_at,10.88491917,10.72562027,10.69599533,10.5967617,10.56872654,10.5519104
1367733_at,6.583184719,5.760354996,7.154310703,7.520706177,5.941079617,7.368240356
1367734_at,11.4226408,11.77640915,11.6645422,11.64067936,11.69043064,11.81015396
1367735_at,11.81116962,12.295228,12.23321629,12.53920937,12.43781662,12.33878326
1367736_at,10.89558983,10.9676342,11.00953007,10.94478989,11.0052948,11.04699421
1367737_at,11.08259487,10.67084599,10.75846004,11.13547134,10.57092762,10.70355606
1367738_at,9.16638279,9.726207733,9.240607262,9.947037697,9.627882957,9.142343521
1367739_at,11.12681675,11.76763153,12.26293278,12.04572392,12.42519665,12.12105751
1367740_at,9.776230812,9.578357697,9.497284889,10.14491463,9.246957779,9.713531494
1367741_at,10.56752205,10.79246902,10.92758274,11.06859779,11.0690937,11.04654312
1367742_at,10.11076832,10.97380733,11.04786777,11.27994537,11.35820103,11.36778927
1367743_at,8.653617859,8.550918579,8.164441109,10.4055357,8.328607559,8.1926651
1367744_at,9.939029694,9.725197792,9.600607872,9.826076508,9.525547981,9.688867569
1367745_at,8.091194153,7.801058769,7.940690994,8.399652481,8.351955414,7.968864441
1367746_a_at,9.795152664,9.796022415,9.820665359,10.40888119,9.924521446,9.820121765
1367747_at,9.677419662,9.771780968,9.799526215,9.8027668,9.685893059,9.635393143
1367748_at,10.00491905,9.683550835,9.572492599,9.931615829,9.654821396,9.648741722
1367749_at,12.41747856,10.18017006,11.20376778,12.53627014,9.81415844,11.3325367
1367750_at,9.567593575,9.384795189,9.433258057,9.567367554,9.502698898,9.361289024
1367751_at,7.645623684,7.843375206,8.017564774,7.791159153,7.832194328,7.973397732
1367752_at,8.72834301,8.859835625,8.465363503,8.539136887,8.737918854,8.53437233
1367753_at,10.27358913,10.16410446,9.97945118,10.11773682,9.958722115,9.970860481
1367754_s_at,7.481777668,7.414084911,7.602410793,7.432730675,7.426046371,7.646968365
1367755_at,7.304162025,6.624863625,6.691986561,6.672271252,6.334573746,6.806207657
1367756_at,8.83267498,9.788629532,9.828838348,9.58602047,9.935700417,9.83598423
1367757_at,12.90820313,12.99033165,13.00022411,13.1245718,13.08181095,13.10642529
1367758_at,4.051231861,4.064942837,4.34403944,3.925798416,3.918962717,3.325608969
1367759_at,10.50464249,9.80718708,9.413847923,10.60774136,10.03370857,9.806387901
1367760_at,9.992663383,10.15413475,10.26270676,10.52058125,10.18820286,10.07912445
1367761_at,10.39243698,10.23769951,10.41850758,9.981526375,10.35001755,10.28639984
1367762_at,6.226998329,6.391048908,6.253123283,6.385641575,6.172207355,6.053543568
1367763_at,10.3536644,10.59899712,10.92738724,11.14181232,11.02397537,10.80159283
1367764_at,12.18923569,12.64075565,12.39615345,12.42241001,12.59056091,12.5676899
1367765_at,10.28865528,9.518758774,10.02884007,9.965883255,9.430047989,10.041749
1367766_at,12.46546459,12.54709244,12.49690437,12.36220646,12.47535706,12.35834885
1367767_at,7.716999054,8.163765907,8.347553253,8.032215118,8.111546516,8.224760056
1367768_at,10.14311695,9.464960098,9.182640076,9.080493927,9.474370003,9.350774765
1367769_at,10.43181419,10.53714943,10.60128212,10.20034218,10.51428509,10.48854828
1367770_at,11.46640301,11.45097256,11.52067852,11.39747047,11.41910172,11.4586134
1367771_at,10.18888569,10.22987747,10.30247211,10.58995628,10.43606091,10.26066303
1367772_at,9.401547432,9.35852623,9.405582428,9.307197571,9.475108147,9.38967514
1367773_at,9.907315254,9.601142883,9.750587463,9.369514465,9.416752815,9.632379532
1367774_at,11.12417126,10.84734821,10.59875107,10.98304462,10.92539978,10.71677017
1367775_at,8.066496849,8.08288002,8.384658813,8.37601757,8.425461769,8.531265259
1367776_at,9.978310585,9.455774307,9.461413383,9.325911522,9.345758438,9.835484505
1367777_at,11.2936964,11.50134563,11.30583191,12.02176189,11.65968895,11.38361835
1367778_at,10.04889107,10.10438156,10.05669498,10.62877655,10.15453148,10.09926796
1367779_at,8.106842995,7.317259312,7.728961945,7.782661438,7.319666862,7.550102711
1367780_at,8.407218933,8.152105331,8.015512466,7.888536453,7.900247574,8.23404026
1367781_at,4.613877296,4.629247189,4.274326324,4.308968067,4.389761448,4.432628632
